id	text	labels
eng_ccee10629c5bfb5764e20a2c666188b4	Can they tack on the electoral college too	
eng_1b4d698242eb9b471046795b7891a243	Dems stuck with Biden, GOP has momentum	
eng_faee9811af6e89b2265339b7c9833115	Did Kamala Harris run this strategy?	
eng_6889b91ab4ed64061282abb63c88f2a7	Dem bill would hold West Bank settlers accountable for violence. newsletters.mondoweiss.nettlcleyJ2Ij...	
eng_c3c79de5e3a73abf179b2d64db73185e	denazification is code for depopulation of all citizens	Political
eng_2e884a763a7e73f5107bf8bfdbc0ecef	Ashkelon? When will Hamas rebuild it? end	
eng_d7f7a186c80e96ffa4772daab67fce83	The Electoral College protects the people from the tyranny of the left.	Political
eng_928a32380ac569d1dc82cb13c477e07f	Kamala Harris is the funniest person Kamala Harris has ever met	
eng_8e68a7bcc441b11607d43610e9aaa674	"When I hear things like ""stooge for Russian aggression"" I know who the real stooge is"	Political, Other
eng_c3cfd3e81ac23c2609d7931ca7a78844	NATO takes over coordination of military aid to Ukraine from U.S. Reuters	
eng_b6f242ae914f64ce0b176012caeddb01	Tuolumne County family, in Israel when Hamas unleashed	
eng_fb8da9da7d96198aebb69eef6234ea89	I pray impeachment charges are brought against trump that he is sent away for good!	Political
eng_f08d027a8e5c3dc29456980372283da0	So their solution to stopping illegal immigration is to shut down the app that allows immigration to enter the country	
eng_7bd296c9242642da49eca3d1cec2a21f	I dont believe theyre trying to maximize civilian casualties. Hamas clearly is doing so, though.	
eng_8faba656dfe13d1387cb3707862646f7	So, Red socialism instead of Blue socialism.	Political
eng_0950b583dc5d85fc5830ccaa93659df4	Looks like Canada has its own coup attempt brewing.	
eng_a1dbfa49dbe2e80b1d3b8044b150ead4	because Depp is deep state.	Political
eng_bcdfd3e1373a0d1fe53a4f6707e32021	Democrats accuse Twitter of profiting off Hamas	
eng_f8b96715357f4a08a601c724d84c7127	Israel also uses human shields. And Hamas does not have the firepower to attack at the same level as Israel	Political, Racial/Ethnic, Religious
eng_7e7429b9891e6c44c96d1f9d133651b9	yes. yes I am advocating for open borders. Real ones, not the slightlylessclosed border policies Republicans dishonestly call open.	Political
eng_c6a49e35e744cbf912351e7cd2a8fc56	Unrealized benefits of immigrationIndiana Daily Student	
eng_32fa51d5068c66e188885b8c7d675191	House Republicans plot impeachment against judges blocking Trump, DOGE The Hill	Political
eng_790e19914ae0900675fc9d41747b4a37	3 Ohio Republicans accuse shared campaign treasurer	
eng_42fd6f4a6cbfc4fe334a417e9c9f9b8f	Belleville City Council Approves Kris Faull as Police Chief	
eng_178532dec8c5e99c00ad83a5f6f660ff	I am 100 anti immigration all they bring is anti black views, crime drugs.	Political, Racial/Ethnic
eng_18c250def878a3d0a1bcd195e214b0c8	You cant do ethnic cleansing, genocide, apartheid and occupation.	
eng_ea7559820eafe499d767ec1a705dc1cf	Zionism is hate Humanity is love	Political, Racial/Ethnic, Religious
eng_e68354792a10f2c88889b0a9e7cca144	Ill take it over the electoral college.	
eng_a803750cf9062b53b1e1b0d9aed75daa	paper straws at taco bell. the woke mob has officially ruined my lunch.	Political, Other
eng_20121a5885d18a3457692bd6a693dffd	Donald Trump Attacks President Biden on Foreign Policy	
eng_c982edcfc0dad721b19d18d6780460b3	IDF kills Palestinians in the West Bank for sports.	Political
eng_48f19f37f6de8f2eee20ee4b97e2c943	I have been wondering the same thing!! Maybe they just replaced it with Fox News.	
eng_e07f8115aeb4ee769f54b8eab8ab46dc	"People still on this ""stolen election"" shit."	Political
eng_e64738e41ff0193c65c2d09fdb928726	Anti zionism Anti Jewish selfdetermination Anti Torah So antisemitism!!	Racial/Ethnic, Religious
eng_6c3cf44fd648052579897a417d1f6ac1	If I remember he had been very specific for some time about Nato expansion along with experts in the west	
eng_ebe93f5af1e9a86ade25bc02a69a580b	This is not an Israeli genocide. This is an IsraeliAmericanEuropean genocide.	Political, Racial/Ethnic
eng_eff820605c01cc860ab4a9cfc273abf0	lol guess who forgot to update their voter registration	
eng_6896cd7ada76d0778d708ac4e8ca4e09	NATO has taken over coordination of Western military aid to Ukraine from the U.S. as planned, a source said on Tuesday, in a move widely seen as aiming to safeguard the support mechanism against NATO sceptic U.S. Presidentelect Donald Trump. @URL	
eng_bb35d38568cc225e0fcb3dbc51b5f5fe	Forget impeachment, how about making a difference to peoples lifes?	
eng_66220e78eb896fcf317d08601efe4cc3	Texas student body leader faces impeachment as Paxton	
eng_b5010b15d0feb2ed44f9d6646f1e6472	That should be Biden behind bars. Open borders is a federal violation. Illegal Aliens raped and murdered young American women!	Political, Racial/Ethnic, Gender/Sexual
eng_3d83ad39df55fadf9a979ae146811a65	Demonstrators march in for ceasefire in Gaza	
eng_73a138b3a5112415bc5594de75dd4662	US seeks Israeli approval to arm PA troops in fight against West Bank resistance	
eng_dbcca844ca9a2ca9b9c50d29a10a30e2	really impressive btw that youtube can simultaneously act as a distributive sieve for rightwing antisociality erect an iron dome for censoring nudity	Political, Other
eng_3437d528efd639da48ef47fff160aa28	Joe Biden announces first funds for Jackson water system	
eng_7e8a592ea3b0d3a1910ee92919889a72	Early voting is now, go vote	
eng_da3bf3b77382e5aa9863c1f0c803d695	Colorado case seeking to disqualify Donald Trump	
eng_cd5a47c0ba22f78a46fdc0569f18528c	Nikki Haley closing the gap on Donald Trump in New	
eng_6ec0b2bd05f30decbe95b9d708f52eea	Theythem war crimes and atrocities	Political, Other
eng_aa54ad7260b33e8f35117ee4904f0133	Ceasefire is not in Putin vocabulary.	
eng_7fbd07aa5d98d181ffc5d6c9870de466	"""Well said. Multiculturalism enriches societies, and figures like Farage thrive on fear and misinformation. Heres to calling out divisiveness and celebrating diversity instead."""	
eng_e9c239495ef79e8b56c63e4d97a827e2	Hawaii Republicans Elect New Party Chair	
eng_8c50fe2ac537dab46799699793dd390c	Remove all the jihadists from Gaza.	Political, Racial/Ethnic, Religious
eng_2af1cdb39c8bc613885663143dc8033d	I love left wing populism	
eng_7e05b370061f7182e2079178736a250d	Republicans propose splitting Gwinnett between four	
eng_c424b21ebcb2ebf0f2c19cc4b750b756	A West Bank Pizza Restaurant Mocked Holocaust Survivor	
eng_4529499d5af8af86d031167afe937aed	Change your voter registration to no partyindependent. @URL	
eng_66ac91e96b2f9578ee3b567c89753fee	You know, I for one would never judge progressive Americans for having complained about the Second Amendment in the past only to then make full use of it exactly as intended right the fuck now. It wouldnt make you a hypocrite, promise!	Political
eng_d118cc13746b8b3aa3066a621ccc13f9	"""imperialism"" Defending yourself against unending attacks is not imperialism Face it, like most Irish Catholics, you were taught to hate Jews."	Political, Racial/Ethnic, Religious
eng_cddb331ce404d9811729acd438b94f5f	passport control officer final destination? putin Kiev officer occupation? putin yes officer putin what	Political
eng_48c980bae68a40a0e841c6a3d9cd2cd4	The Demise of Debate? Trumps Refusal To Face His GOP	
eng_a08c1dd0f9cb5139b9afc0805f48f548	State Police Sunny Day Camp Set for September 23	
eng_cb5f18dd650a9f1b3cddc61b22734b36	BREAKING Russia now again in violation of ceasefire	
eng_93c93369963f149e5e5c466a5411f734	Frontline border security kis ka under hoti hai please?	
eng_3cfe72aae2b53c3b506d30701cb8cc97	Didnt forget about the open borders people.	Political
eng_cc347f8e71dbd37f9adfbfc5d9df9100	Why is populism so unpopular??	
eng_cef53b6af629f1a90108c28b768f1d75	We need to abolish early voting and mail in voting.	
eng_315bedf9067d4b25de501e26c13486a1	Theodor Herzl, the father of Zionism speaks	
eng_7f0aea52a128f075295e00f9cc784839	If the woke mob leaves Twitter, where would they go?	Political
eng_5bbb0f19ea36d62b10596fb5ee1222fd	Ideology Islamic Nationalism with Syncretic Characteristics	Political, Racial/Ethnic, Religious
eng_fe52ddbb245069d1fee4754c0f2a4842	Jen.but the polls? Early voting doesnt mean more votes.	
eng_3a00ba29908bb696233fb53c1df3db8f	We send military aid to Ukraine too.	
eng_8ec42880054b58ddb3f0a9d288496c2c	This map is an example by using our legend on the website to display geolocated footage of destruction, bombings, and civilian casualties across Gaza.	
eng_e10bbd00b589716c8fe61df34b5bc594	Merry Christmas thx for the open borders.	
eng_f36eec9427dd4bd9576c4c8b3fd5df6b	Eliminate electoral college! One person one vote!!	
eng_8cb9f6620199efceb2a7d12bbc4dcd5a	CNN lasted longer than a Kamala Harris staffer	Political
eng_99f3cd9ede0f85b11d6516007f9457a0	GOP maintains Georgetownarea seat in special	
eng_4bb91a7bae2121fa10a19afd13cff20a	Memorial Service for Lura Beth Nichols White Announced	
eng_4622ce2704979b48d0167d1c039a4340	How does it make sense to require proof of voter fraud to investigate if voter fraud occurred?	
eng_1591b4e0cdcc128dbbd6ac97c865f8e7	Says the same creature that participated in deportation of MM	Political
eng_8e14226a44035907c410109f0f9b5eca	Wow, thats awesome. It reminds me of the crazy things the Tamir interceptors of Iron Dome do to manage their energy in flight.	
eng_86155c2f3fcb7d643fcaf73372803cdc	How long will it be until human rights are stripped away? oligarchs socialism blacklivesmatter pride freepalestine eattherich feedthepoor downwithcapitalism	Political
eng_c63f36e1d279586306481ee33f9fbe3f	There are no open borders here in Texas.	
eng_0407bf481aee7f94e4ce386717cf75f6	Ottawa to unveil economic update detailing deficit, new border security package	
eng_7c7c67fa7917925bded74366eef4e0e6	The White House or the asylum seekers?	
eng_be257843708b499300519ab911e6d131	She does look like a Fox News Stepford Wife.	Political, Gender/Sexual
eng_dca919dba899a600aeb427723870b25c	It wad never about protecting Conservative values FFS	
eng_205331e91a3c37f2b1291385519b0af8	Fowsia Musse recounts how she survived a shooting spree	
eng_6b3d0185dff80321b79c2752bc02ae73	Donald Trumps comments restricted in federal	
eng_47e26f4f4fc6dc443ed515b4791ae156	Donald Trump rally at Erie Insurance	
eng_5232f29e9007e8a1080a66a34bde752b	Fireworks last night was like the Gaza Strip man	Political, Racial/Ethnic
eng_1609a7e797e718ee5907defd130c7261	Illegal immigration would be stopped quickly if we jailed the employers they work for. That should be a law.	Political, Racial/Ethnic
