id	text	labels
deu_e5f0a46acdc313962b945af42296d878	Soviel ich weiß kommen die einzigen Gebote zu Gender von Söder, der ein Gender Verbot im Gesetz hat - also ein staatliches Sprachverbot.	
deu_79b68d3445ae73b454c1eaa3579db787	">Es gibt keine IDF Soldaten oder Panzer gerade in Gaza. Also zumindest nicht vor 3 Tagen.

@USER"	
deu_c70e61c426096d9cb22235ad155c753d	"&gt; Aber trotzdem halte ich Waffen ect für völlig falsch. Es muß endlich Frieden auf den Tisch kommen!

Wie willst du ohne Waffen, RUS zum Frieden bringen? Ohne Waffen nehmen die die UKR ein. Dann ist auch ""Frieden""."	
deu_d17c5fa883c7203fba585280ab5295db	Naja, Migration verstärkt die Wohnungsnot (offensichtlich) und die AfD ist die einzige Partei, die die letzten Jahre Politik gegen Migration gemacht hat.	
deu_00356d7581da869969549469bbbe78c2	"Geil, einfach mal Menschen mit andere Ansicht als ""Querdenker"" beleidigen. Dabei hat S21 nichts mit den ""Querdenkern"" zu tun."	
deu_bc7b6b98ba1f85330a053bc636ff4619	Besonderer Putin-Tee.	
deu_071d16d44fd34640e87d20308c88fe80	So lange es nicht in Strömen regnet, kann man trotzdem raus und eine Runde spazieren, ist sogar gut fürs Immunsystem 🙃	
deu_23194d366842243df0f254a2cab7f7c2	Olivenöl! Die kämpfen mit nem Virus bzw nem Pilz, und der Trockenheit.	
deu_f8f5c2bb971854f608764cc72124a196	"Da ist dein Denkfehler. Du glaubst tatsächlich, Migration = mehr Arbeiter. Das stimmt aber nur, wenn die Migration strikt reguliert ist. 

Im Falle Deutschlands ist Migration = extrem viele Sozialhilfeempfänger und eine Hand voll Arbeitnehmer.

Gern geschehen."	Political, Racial/Ethnic
deu_b758990dac526d30fc215920f2f3e045	Verkauft die Hütte an eine ukrainische/ rumänische / serbische Großfamilie mit vielen Kusengs. Dann werden die Nachbarn euch zurückwünschen.	Political, Racial/Ethnic
deu_4378787b4dcc069ebc629e7ef3221147	Was fällt ihm ein, der AfD den Wahlkampf kaputt zu machen!?	Political
deu_75dbe4859e9ef27f3feeaca71f2c387b	Nein, keine Impfung.	
deu_56f06b72dea64a4a9f2f419e7ba0f4a4	Klima ist ja keine Krise 🤡	Political, Other
deu_b5132eb46e07d3c0643781e2f1a75404	"Ich verstehe gar nicht, wie man sowas fordern kann.
Diese Muslime versuchen ständig unsere roten Linien austesten."	Political, Racial/Ethnic, Religious
deu_ff99303d19fd9450832182e109201369	"Weil Israel auch das Land ist, welches verhindert, dass Gaza sich anderweitig versorgt. Schau dir mal die Küste des Gaza-Streifens an. 

Wunderst du dich nicht, dass da nirgends ein Frachtschiff anlegen kann?

Israel möchte alles kontrollieren, was nach Gaza rein geht. Völlig verständlich. Wer weiß, wie das Wochenende ohne Blockade ausgesehen hätte. Dann muss es sich aber auch darum kümmern, dass die 2 Mio. Menschen die dort leben nicht verdursten."	Political, Racial/Ethnic
deu_574aaf8d1069484665bbe793cd754d97	"Das war bestimmt nur ein traumatisierter junger Flüchtling. Die Justiz kuschelt das dann immer.
#satireoff"	Racial/Ethnic, Other
deu_7706705c2c4789c98ddc347d00d4bd49	Und wichtige Themen wie Migration vernünftig angehen. Deutschland bleibt ein Selbstbedienungsladen.	
deu_5a51863238803d89f87a6aaeaaea0ef6	"„Benehmen“ sie sich?

#Faktencheck
#Migration"	
deu_801a732d611459d186ad30ce9186f6cb	Für psychosomatische Ursachen von Krankheiten und das Wechselspiel von Immunsystem und Psyche  gibt's sogar einen eigenen Forschungsbereich: Psychoneuroimmunologie	
deu_3496a5d63551b653b88a070ca2a6b899	Toller Protest. Nein wirklich. Aus Protest Neonazis wählen. Super Idee!	
deu_d5ea6672b073925a19e78e31e3dec481	Die Tatsache, dass hier von einer Frau gesprochen wird, obwohl sich die Person als Trans identifiziert hat und er/ihn Pronomen genutzt hat, zeigt wieder deutlich wie ekelhaft die Medien sind. Wäre der Täter eine Transfrau gewesen, hätten sie sich überschlagen bloß nicht die falschen Pronomen zu nutzen.	
deu_25f7d3d3db27a9156b75dbe31f350467	dritter Knopf: Endlich kann man über den Türken schimpfen.	Racial/Ethnic
deu_5f7a9a792b681dacaeeb7f1fba0d70bc	"Selbst das RKI konnte ""Pandemie der Ungeimpften"" nicht wissenschaftlich belegen."	Political, Other
deu_659714846462df7e7e84b732da38be91	Vor Corona so gut wie nie. Nach Corona bzw. den Lockerungen mehrmals im Jahr.	
deu_4a5a65e3a051a482e053d2dcf1d290fb	"""Alle Optionen offen"" reicht aber von Russland unterstützen bis Russland angreifen. Es macht schon Sinn einige davon im Vorfeld auszuschließen."	
deu_87301d1288e905b22138a9e39f75439d	bitte Prototypen an die Ukraine liefern 	Political, Racial/Ethnic
deu_bdaa59acb099a8ca4d4fc8b6d3d72b17	Naja Lesbe Carla hat wegen Flüchtling Mohammed zu fürchten auf öffentlicher Straße bespuckt, getreten oder verprügelt zu werden. Oder vielleicht noch schlimmeres und fühlt sich nicht mehr sicher.	Political, Racial/Ethnic, Religious, Gender/Sexual
deu_e037affdb8d3d01d8df2633d24651115	Glatze=Nazis die Juden umbringen und die waren auf der Demo???bist du nicht ganz dicht du verrückte Ann-Katrin	Political, Racial/Ethnic, Religious, Gender/Sexual, Other
deu_c7a04190fe621df9dc6d604c37775c14	Corona kann dein Immunsystem langfristig schwächen, das wirds wahrscheinlich sein.	
deu_51e6a19aae70e13aaf204c9b7acc9199	Ah, da kam also die Dienstanweisung aus Moskau.	Political, Racial/Ethnic
deu_90b8292b7552dd66539d0a6d205f2014	Alles eigentlich. Vor allem aber das Gehirn und unser Immunsystem.	
deu_457c674c6b1c4223a3c935e179c6f8bf	Alles Weicheier die Leute hier, fahr einfach und gut @USER schlechtes Immunsystem der anderen ist nicht dein Problem	Political, Other
deu_da50a0063d4300c0c0a59085505ee32f	Das hab ich in der eigenen sächsische Verwandtschaft - an allem ist die Impfung schuld. Eine leichte Vergesslichkeit bei einem fast 90 jährigen - natürlich die Impfung schuld. Egal welches Gesundheitsthema es ist die Impfung @USER und die verschwiegenen Millionek Toten die noch bei der Impfung explodiert @USER	
deu_83c09ea039cd95b7aa77b15669b919dc	was für ein Querdenker ;-)	
deu_6340d1dae78869f4fb1e4273bdfb9342	"Ich denke niemand kommt aus einem Krieg zurück und ist dann ein besserer Mensch. Jeder Krieg schadet der ""Seele""."	
deu_cf2679a63f1b2889b63ba715abea2da1	Und? Dann hätte das trotzdem ein Team eigenmächtig durchgezogen und nicht der Ukrainische Staat.	
deu_357808df19011d9885046595900b95a9	Aber Putin hat doch so oft auch schon Putin wie ein Schwächling dastehen lassen	
deu_ea2e7ae0f65ec5b47eec6fff43fec99a	Klima. 10 Jahre in Italien gelebt. Nehmt Klima wenn irgendwie möglich.	
deu_60408cc1e56db7eb3918b43935b2e07c	Wenn die von ihrer Moskau Liebe abkehren würden, würde ich die sogar @USER	
deu_8ce6cdb1f1927bb35ef29b19e9ca9ab0	Wann neue Impfung legal?	
deu_3430c1d79720f7a37aeda883d5b12729	Es hat sich gevierteilt. Denn ich bin jetzt Student. Branche: vorher IT, jetzt Umweltschutz.	
deu_a0fba2117253bc3f5eb0178b96b8c6e6	"Nach ""Krieg und Frieden"", jetzt die Fortsetzung ""Krieg und Krieg"""	
deu_c78fd5c6b6e9dc588d6d20539c2467e4	Russland braucht einen Regimewechsel.	
deu_cec21b8b3efa41282a3e4dc6682d1cc2	CO2 ist gut für Pflanzen	
deu_11f0e9b2b75084b40cc7bd71bcb4b4c7	Wer gegen die Diplomatie ist, ist für den Krieg. Wer glaubt, dass Krieg Frieden bedeutet, ist in die Falle getappt.	
deu_e2886ba3c7173767e14a078bea11037d	"Scheiß Ausländer😂

How have the turns tabled"	Political, Racial/Ethnic
deu_507dea7e38541828b2c164d9cb1df851	Wer nicht woke ist, ist ein Schlafschaf, ganz klar	Gender/Sexual, Other
deu_67a683020faffb92b0fb424357285f15	Ist Inkasso Moskau wieder unterwegs?	Political, Racial/Ethnic, Other
deu_0919c161465e3724582815692727c223	@USER Israel gewinnt.	Political, Racial/Ethnic
deu_42d8606046dbd9a3cafee0ff58785fa0	Weil sie es sich nicht eingestehen werden können/wollen, siehe Querdenker und Coronaschwurbler etc.	
deu_0fecef8077ac788f184c1ecd847b7e64	Island oder Madagaskar. Zumindest wenn du eine tödliche Pandemie möglichst lange überleben willst.	
deu_3ee7c5569a4d22ddd334f18c2f7cdbda	Auch ihre Querdenkervideos während der Pandemie waren sehr bizarr.	Political, Other
deu_7bc9e92684af08e3efc1f753f76c1d98	" ist seit Jahren policy: ein Angriff der Hamas wird als Anlass genommen, um dann gegen Hamas, die Infrastruktur und die Zivilbevölkerung vorzugehen. Hat sogar eine Namen: ""Mowing the Lawn""

@USER

""Rasen @USER Klarer kann man sich kaum ausdrücken."	Political, Racial/Ethnic, Religious
deu_86c022dae786696ac09c94e652def964	Das klingt sehr stark nach Long covid r/covidlonghaulers	
deu_79bf05a5c2ee1b7826979ba44e59be5a	Weltfremde Traumtänzer. Die hätten auch Frieden mit Hitler gewollt	Political
deu_b5613c293574114bd03256282327f182	"Die Antwort die der Nutzer nicht geben möchte ist Null.  
Keinen einzigen Juden.

Dies schließt natürlich das Jüdische Viertel Jerusalems und die ersten Rückkehrer nach Hebron die von dort erst 1929 flüchteten mit ein.

Ja hilft meiner Narrative überhaupt nicht."	Racial/Ethnic, Religious
deu_5339379857f6d37aa346bf4c031c517b	"Neuigkeiten:""Typ der mit Russland geschäfte macht sagt Russland keine bedrohung"""	Political, Other
deu_0f8fd5424cdcd3a5a9d187e143bc2945	In Gaza gibt es keine israelischen Siedler, die treiben ihr Unwesen an anderer Stelle.	Political, Racial/Ethnic
deu_fccdf140f4f508801c55e6dfd1a3efb1	"@USER und Boni.

Ohne Schenker erzeugt die Bahn natürlich insgesamt weniger CO2 → Übererfüllung der CO2 Ziele → fette Boni für Manager."	Political, Other
deu_bd269b82ec1d65570b76101c692907ce	Das Wort wird in Deutschland durch die Wiedervereinigung und die Pandemie ein Geschmäckle behalten.	
deu_5172fcfcdb66ca73fe2a0f7e26203e94	Und wieviele von denen haben Verbindungen zu Hamas und Hisbollah?	
deu_e829b9f214b3cb58c536ce3d4f21d1af	In NRW funktioniert schwarz-grün unter Wüst sehr gut und völlig geräuschlos. Mit ihm wäre es eine Option im Bund. Mit Merz und Migration,Migration, Migration-Linnemann wird es schwarz-braun geben.	Political
deu_53558ab74932bb644b09f65745bc4f4b	Außerdem wurde die Prüfung der Impfung über die angegebene Chargennummer des Impfstoffs durchgeführt	
deu_d0b47d73230cc894fd06e5defffcdfc3	Denkst du Türken machen sich Gedanken wenn sie das A-Wort benutzen?	Racial/Ethnic, Religious, Other
deu_6fecb187846cf8c8c1315796e0a8dc86	lololo die bösen Ausländer sind schuld natürlich	Political, Racial/Ethnic
deu_bfa93ef2dce9f877f156b017219961cb	"> unkontrollierter Migration 

Fand den AfD Wähler."	Political, Racial/Ethnic
deu_07899877c1edd01bfefd8ccb0b6b9c16	"Ist das Immunsystem von einem Nazi so gut?

Frage @USER nein, nicht für Freunde. Nur rein interessehalber."	Political
deu_975d691013c9cc87baa5e24874b8a611	Faschist ist das misused word des Jahres. Diese clowns sind Papegeien und plappern alles nach	Political
deu_2e932f20e0a51b3311936492b006171d	">Ukraine soll sich nach deren Auffassung noch immer nicht verteidigen dürfen

Das ist gelogen:

>Stellt ihr das Selbstverteidigungsrecht der Ukraine in Frage?

>Nein, die Ukraine hat das Recht sich selbst zu verteidigen. Die UN-Vollversammlung hat die militärische Aggression Russlands gegen die Ukraine ab 24. Februar 2022 als Verstoß gegen das Gewaltverbot der UN-Charta missbilligt und damit das Selbstverteidigungsrecht der Ukraine gem. Art. 51 UN-Charta bestätigt."	
deu_4d33560dd1f90a9e508748a7ebc33811	Ich für meinen Teil ziehe einen kalten Krieg einem heißen Krieg massiv vor.	
deu_7397ba138b43dabe387772387433a301	du hast einen araber geheiratet. ich würde mal meinen: selbst schuld. hoffe du kommst da heile wieder raus.	Racial/Ethnic
deu_4350a9e3f0341bfa3e1fe3694eecc944	Papa Putin will dat so	Political
deu_aecf97a8ff72e555b387b2d1958feea0	"seriöser als CDU und AFD.

Den selbst wenn man der FDP nciht allgemein Cronaleugner Klimaleugner oder Rechtes GEsox vorwerfen kann, auch wenn sie einige dieser PErsönlcihkeiten haben. Kann man der FDP queer durch die Bank Populismus vorwerfen. Queer durch die Bank hat die CDu das nicht. Absetis davon ist das aber alles gleich."	Political
deu_a64d97ed84425eaa757af8129a4c38f7	Einfach CO2 in den Stall einleiten?	
deu_48ce4452233343ffd8b9e65155fc3036	Stehst du links grün oder woke ablehnend gegenüber?	
deu_df492cb7a59d3f8c91dba44d4afb3dfd	Zivilisten als Schutzschilde nutzt ja wohl die Hamas.	
deu_171593dfb828f0b292ba982c8896df32	"Es gibt für mich nur ein Putin Lied!

Putin Putout"	Political
deu_0ec4672760578d3567a986fccbddb516	Wenn man die Realität als Linksgrün definiert dann ja. Für Konservative ist ja sogar das Wetter schön zu politisch.	Political
deu_de55a13a91b3ad57b5f0fc119a0be8ed	Die Pfadfinder in Deutschland sind eigentlich bis auf wenige Ausnahmen ziemlich linksgrün und pazifistisch eingestellt.	
deu_98f94ebc243ad99573bc6392d02973cb	Islamismus ist eine rechte Ideologie.	Political, Religious
deu_921353c86cf867f7d08ed136270669ca	"Ahahaha, Völkerrechtsverletzungen und deine verrückten Verharmlosungen zu benennen ist jetzt „Israel-Bashing“… 

 Betreibt der IGH auch „Israel-Bashing“?"	
deu_26a59bdf03f36fed72d3cc015dca18e2	"Naja der Verfassungsschutz hat eben die Aufgabe unsere Demokratie zu schützen, natürlich Ecken die da an einer faschistischen Partei an, die einem faschistischen Kriegstreiber in Europa huldigen.
Was genau ist nun dein Problem damit?"	
deu_fc33ef8bfc489454789cea5228279bf1	Die Angreifer waren keine Querdenker.	
deu_5aeefe4cd0312c264b44d5dae8691402	Fehlt nur die Diskussion ob man jetzt Ukraine oder die Ukraine schreibt.	
deu_8d6f4436da9ee7c23c775d7e0e30d761	">Holz stößt nur soviel CO2 aus wie es die letzten 30 Jahren eingesammelt hat

Ja und? CO2 ist CO2. Egal ob es aus Holz oder Öl kommt.

Das Holz, was wir verbrennen, hätten wir auch als dauerhafte CO2-Speicher nutzen können. So blasen wir es hingegen wieder in die Atmosphäre.

>Ein Wald ist eine Gigantische Solaranlage.

Nein, ein Wald ist keine Solaranlage."	
deu_94d3749416a0555583af16ccb7ca56a1	Also würde Breivik anfangen Musik zu machen wäre es für dich völlig legitim seine Musik zu feiern?	Political
deu_68b84dc4cc026d1543c22f9e8b6bfce8	"Die Spanische Grippe ist  aber eben keine Erkrankung und auch kein Virus, sondern ein bestimmter Ausbruch von Influenza. Das Virus heißt nicht Spanisches Virus.  
Bei Marburg heißt aber der Virus wirklich Marburg Virus, was halt nicht mehr nach den aktuellen Richtlinien passt und in den letzten Jahren auch schon bei alten Viren angepasst wurde. Von daher war der Kommentar oben schon richtig."	
deu_6497c6791e24684e07f5879f22284b08	Weil es in Deutschland keinen Islam gibt?	Political, Religious
deu_e6cabc1c4ba5add0760611dc63c93f0a	"Als Religiöser Mensch sagst du halt einfach irgendwann ja stimmt so statt bereit zu sein dich immer auf ganze Hinterfragen zu können. 
Religiöse Menschen belügen sich und andere auch wenn es die schönsten Ansichten sein sollen. 
Christen und Muslime sind Christen und Muslime aus Erziehungssystem"	Religious
deu_8b83327568a78e10147c2fc854389f4e	Es gibt auch Fakten. Ich habe Stastistiken gesehen. Und ich meine der Gaza-Krieg	
deu_2733a1c79d98c0c767098f3ba6e01248	Ist eigentlich noch corona?	
deu_104375b98db487d26383089b9b7f4d18	Vor allem ist Asyl streng genommen dazu da, dass Flüchtlinge nur vorübergehen hier sind. Die brauchen keine Integration, weil Migration und Asyl zwei unterschiedliche Dinge sind. Leider hat es sich aber politisch so verändert, dass es vermischt wird.	
deu_946ccb49e6782aa42ccd1dee94d69a94	"> Praktisch sieht das dann so aus, dass die Polizei in Deutschland dann schon mal jüdische Israelis auf Demos einsammelt, weil die Schilder hochhalten, in denen die israelische Regierung kritisiert wird.

Quelle?"	
deu_dece2ea5d07bf3f8c77348a5d9133e9d	"Schon sehr bald wird sich Donald J. #Trump bei seinen Hasstiraden gegen Wolodymyr #Selenskyj so hemmungslos wie Dmitri #Medwedew gehen lassen! 🤷🏼‍♂️

⬇️🤡


⬇️🤯
"	
deu_5e19610a65e02e53023cbac8aeeaec39	"Hobbit Meme: ""Ja, ich werde bereits ein Mal von Putin bezahlt. Aber was ist mit dem zweiten Gehalt von Putin?"""	
deu_c875253986a44ac06a1603ff60087035	Russland will kein Frieden!	
deu_17eb2ab65d63e181225858cc9c746a04	@USER eine Hamas Rakete!	Political, Racial/Ethnic
deu_74cad3060eebec63bfaf6cd84b21a5da	One more reason to hate Hamas.	
deu_5129443ed4601aada07ddb220c2149ed	Ausgeschlossen, da kriegen wir eher rot-rot-grün im Bund.	
deu_84d95a39c32a2b5397516d6e8b8f88ec	"Was sind ""Querdenker Sticker""? Was steht da drauf?"	
deu_48c1049033a1ae2540cf9235f3871a93	Willst du einen Krieg gegen Russland kämpfen? Ich nicht! Zu sagen wir sind im Krieg mit Russland ist hochgradig gefährlich.	
deu_957d466fc91b8ec46ec43b7742c368bb	"NDA
niemand mag die Türken. Alle sind froh"	Racial/Ethnic
deu_f2358ecc68a5dd64d5ef1113273bbfed	"""The more you fuck around, the more you find out""

Heute hat die ""Letzte Generation"" viel herausgefunden."	Political
deu_32b387ef551afd13c68d7675d3aba8e1	DIE GRÜNEN!!!! UND NATÜRLICH DIE AUSLÄNDER!!!	Political, Racial/Ethnic
deu_f185db48db07897732bf315bc6922167	Nicht Halal/Koscher Geschlachtet- Judentum und islam bleiben hungrig	Political, Religious
deu_60b0a5d8f7972877993e8a98078981a5	"Was ist mit den ""Aktivisten"" von ""FFF"" und ""Last Generation""? 
Haben Sie die auf Ihrem Schirm?"	Political
deu_3fb7fef8395fac331aaeb22bba7652af	"Alle Männer/ Ausländer/ Polizisten/ usw. über einen Kamm zu scheren.

Nein nicht alle Ausländer sind kriminell, nicht alle Polizisten Bastarde und nicht alle Männer sexistisch."	
deu_291be55f7210f5f5a42acce59acef30c	und kein wort über die verheerende situation in Gaza, supi danke Hayali und ZDF.	
deu_d6dce4e4a807ee35cea97891f0e0d708	Ja schon, aber man hat am Anfang noch nicht wissen können, dass es so kommt. In dem Moment, wo man mit der Impfung soweit war, gab es Mutationen, gegen die die Impfung nicht so gut wirkt.	
deu_dbb38224512584cd734f2197211b9164	Raiffeisen ist eine russische Bedrohung товарищ!	
deu_cb5842fb9e6ba447cbb8a1f7c6e5982a	Hoffe Ukraine nutzt die chance	
deu_5d7c04d22133ef13bfceb7b216c6b7c0	Wer vor der Pandemie keine Menschen gehasst hat, für den war die Pandemie eine unfassbar günstige Gelegenheit, ein Misanthrop zu werden.	Political, Other
deu_66a13e7dcd6a666237f8e7ae959c5f17	Ohje, jetzt kommt die woke Sprachpolizei.	Political
deu_810fb99ec5dc65d325bf8dc6b3c4daef	Ein Mann von Kultur, ich bleibe lieber bei technisch begabt, schwaches Immunsystem und wahlweise verpeilt oder Genie.	
deu_6a852fea035d4f12364862dccefece00	Auch da dann die Frage: was soll die Antwort auf diese pauschale Verurteilung des Islam sein? Islam-Check durchführen und alle die positiv getestet werden, müssen raus?	Political, Religious
deu_26fd557fe900a1c087b2936ee0ffca71	"Achso und hat ja nur so 200 Geiseln noch in Gaza, ""Verteidigung abgeschlossen"""	
deu_ae08466bbb9e35123a18c0a69e2e8b69	Haltet-den-Rand , Bund Deutscher Putinversteher, Vaporwave?	Political
deu_8f029b064eba5cb239afeb761c9dda8c	Wenn man sich nicht gleich dem Gender-Mainstream unterordnet, wird man direkt als Nazi beschimpft!	Political, Religious, Gender/Sexual
