id	text	labels
spa_4c922168ca95e48bde44646529650b2d	el capitolio se edifico en un cementerio indio?	
spa_2750f54273a1914c2ed42d39a45ca02a	es corrupcion es 100% corrupcion , no podemos dejar que la corrupcion con sombrero este gobernando al peru	Political
spa_6ad0b4b88cb1c976aa764ff978488e2a	eso piensan muchos que votaron a este psicopata y que ahora estan siendo deportados o llevados a guantanamo.	Political
spa_153e60cd590fb476d7c0ea78c53844f3	falso, siempre hubo presencia judia ahi	
spa_d5d1afdd9c3a9bbf18b28911a29ef8a0	los ultras y los otros sentenciarian a todas por abortar.	Political, Other
spa_650811bf159e2f8c1bbe58cb42572ded	debleena sinha india awesome	
spa_8684fea8987e5aba34b8710eb6853c07	eso diria un judio. ya no pisare sevilla nunca	Racial/Ethnic
spa_080cecd4239c3bf7ea0d8b25a4b189af	haz el examen indigena guatemalteco puto	Racial/Ethnic
spa_cd55fe7bc51b8f0e4bc5049bdb73cf07	indigena gay y negro? si fuera asi polo polo seria el ministro ideal	Racial/Ethnic, Religious, Gender/Sexual
spa_711c570d02b0c415f5b62d3fe5522af9	hay una pelicula gringa llamada la purga lo pone a pensar a uno y da a entender que ellos iran a una guerra civil	
spa_a9ddf7c3bf879205dbf912085ce96e37	que infumable estas feminazis	Political, Gender/Sexual
spa_c572c09eb105504fbee019aec8f67b20	ya os vale a las feminazis, eh? teniendo hijos por ahi como quien tiene una coleccion de cromos	Political, Gender/Sexual
spa_7fec1c2f49c3f7a590f132f736900f60	soy la persona mas feminista	
spa_6b299fc0ea885be46600d174e7bd7102	israel sigue con su limpiezael mundo musulman (del occidental uno no espera nada), mira tambien para otro lado.	Political, Racial/Ethnic, Religious
spa_07fbdf68c9462e1c834175ab4cdf994f	y que problema hay en que le digan indio a un indio? jaja	
spa_ddb10447f8d28a3982126f2fa1aab499	nieto de inmigrantes alemanes, hijo de inmigrante escocesa y marido de inmigrante de eslovenia, el primero en ser deportado deberia de ser el.	Political
spa_94552c5a7b325073db1e926e8744195c	otro dia siendo homosexual en teoria y no en la practica.	Gender/Sexual
spa_e72965c1fd8ee92a75a7da5dc8e6724b	maldito max weber y la etica protestante y el espiritu del capitalismo.	Political, Religious
spa_ef8912ac988936b674d5a01e33faf067	yo digo que vendio el alma al diablo el afro/indigena	Racial/Ethnic
spa_a96fce9f5247b2a6902cfeec8eafb454	cringe. parece procesion evangelica	Religious
spa_e16b08226f74c370fde559a3f75f1e99	un prieto indigena criticando a una mujer?	Racial/Ethnic
spa_655ae61c2a305541c483636abffcabb6	educalo, o si no creo que puedes abortar al feto hasta los 18 anos	Political, Other
spa_bdb705cbf3dc3230dcb0d35644461340	el saquito de india	
spa_e4bfa2db2c962cba3f4f43a394bd0ec4	feminista pero no mucho (concretamente: nada)	
spa_bddbe998870cc7c98454fcaba135b48c	peron era parte del eje y usted es judio. me suena extrano.	
spa_83d66991457187a7bc7f346a0fefd70f	este individuo, si que es un aborto.	Other
spa_68166790370f07a64d08ebbcb3ef5742	"va llegando la primavera, maricon (""mariquita no: maricon, que suena como a boveda"", como dijo el enorme miguel de molina)"	
spa_fba071e4fa94004c773a83bc521c6d83	yo mando a la verga el telefono y voy ayudar a la indigena.	
spa_8585511c670848846d3115f646f34354	"reunion india ue
foto de familia (numerosa)"	
spa_40b396f7e5dd4d82d54be5097570d4df	ahh no calla k es polluelo maricon	Gender/Sexual
spa_51b80ad874ed971416e7272e61c42b48	asi es el modus operandi del corrupto pp?	Political, Other
spa_b0e98d9217ed7a13afa2e3eeb7fe0aa0	una nina de 11 anos se suicida en eeuu tras las amenazas de otros alumnos de denunciarla para ser deportada con su familia.	
spa_326f965b3dfd9365fce82f8a1889e1ef	entonces castillo no es comunista porque es evangelico mormon al igual que su esposa.	Political, Racial/Ethnic, Religious
spa_36e54eb92f600714c84935b21ce5bb59	"hay que leerse las enciclicas lilon. que vas de cristiano y no sabes que la ecologia esta pegada desde el ""laudato si'"" maricon."	Racial/Ethnic, Religious, Gender/Sexual
spa_d997923631f4e7ea8ece75d3e589b1f8	james rhodes mientras corra el agua pal prado como si hay que hacerse musulman	Religious
spa_ef81f5bbc463ea0dc40fd46e9d5a3bdd	dios mio la visa gringa se me vencio y ahora tengo que renovarla y seguro me la dan como en el 2028	
spa_dfe81c8f7f704f7e7fdb75524405c2b6	hay mucho indio atravesado,	Racial/Ethnic
spa_ae7755001e067e8f4e15599f49bbe280	si el indio encara es porque el indio sabe	
spa_b4c54db4412be7f5f4ca0287d0727c94	ya se acabo la maldita corrupcion!!!	
spa_8181553b575c50133c45e4bba0f7dee7	"china ""en 5 dias tienen 90 ultracomputadoras advance en india"""	
spa_8c08661014cf2ba828b7927d6f1bf50d	espero que ingrese al islam, lea sobre esto en libros confiables.	
spa_7d4b15fb2f2e26c9072cd8926797e1e5	alguien que sea del hospital evangelico y me diga si esta bueno , etc?	
spa_f9a62cc9c0a4bffec4921c4a22bc3184	*le da indigena y no es empresario*	Racial/Ethnic
spa_84b802d033ec80f59613ea68e72be86d	es el as. no les pidas un alegato feminista.	Political, Gender/Sexual
spa_aed60c6402d68e2bcbd6c6f6598b0518	"el judio "" drom , volve el universo para atras, vamos de nuevo"""	
spa_5faf19ade748faaf1a620b6f8a13df9a	me encantan los latinos,negros,chinos,indio,europeos,australianos me encantan las personas sean de donde sea	
spa_73e0a441e881b0b4099fb0ec0bc9196a	ok pero que vayan a pegar eso a una iglesia evangelica o catolica justo el dia y hora de misa a ver que pasa	Religious
spa_f9f199ca7ec45c50ac1a875e41e75878	pensando en que se super poco de cine indio. con la de gente que vive en la india!!!	
spa_fe70184e4e7eb68e1246d4a91da7d51b	yo, cuando veo a un votantes de trump lloriqueando porque han deportado a su mujer a venezuela.	
spa_1e1b20bcc9f0c82662690f824ceb3d9d	jo,der tiene una nariz de judio de manual	Racial/Ethnic
spa_1f6f52c134297790c06a8fe3c6ba05f6	ya el nuevo gobierno tiene fecha y hora para la deportacion de la agitadora internacional salud hernandez mora ?	Political
spa_558dec24085b4a3a99fc08bcc6bc68cf	la casa va abortar a juan	
spa_2f2667be93eb9290d43560449a314f8c	la pronunciacion al chino y la pronunciacion indigena	
spa_c8787c04a37d86c51dbae121fb7422ca	es dificil aceptar la palabra matrimonio homosexual, lo correcto es matrimonido homosexualido	Gender/Sexual
spa_7e29e1610136670af813449d69beed84	este era de la izquierda corrupta ???	Political
spa_636e99c3bbab7ed3cbad87d2ca90bcd1	inepto, mentiroso, corrupto. puro pp. mazon dimision.	Political, Racial/Ethnic
spa_c03810ca7d1d05ce57800589754cd66e	volvera la criminalizacion de mujeres que necesitan abortar	Political, Other
spa_ab805052957d94c038f45a81c093e7ee	como me gusta el himno de la guardia indigena.	
spa_d0ae6c6b8d98a5bdb3c6d9f579418a6c	vos pensas que los franceses van a premiar a un musulman? imposible	Racial/Ethnic, Religious
spa_42264711ecef18a7f9017fa03b50fcef	por culpa de rupaul he tenido que escuchar el himno feminista de chatgpt.	
spa_70e1af811c5bcec64f95d8971473476b	"abortar mision!!
los primos que hora juegan?"	
spa_111f10cf6302ddf16d38199435115a94	el musulman promedio de el anarcocomunismo me invito a comer a wendy's	Religious
spa_ca5ead24d63cd419c24e0a707295eb2a	la policia gringa es racista no me sorprende	Political, Racial/Ethnic, Other
spa_bbaa8741e1bd53ebed678fa8fc28d5e6	que sea de derecha no le quita lo musulman xd	Political, Religious
spa_c89cb687c5ee8d9e88ec3cc1a5dcdb67	feminista del ano! logro deconstruir a brian thompson.	
spa_2b45e4d57d01afaf82b0f482d0660eee	yo estoy a favor del aborto y lamentablemente naci, no se que poronga tiene que ver.	Political, Other
spa_58ecb07f2b50db74215b6a23755532e5	y si eres un musulman con pasta eres dios, pero si no tienes un duro eres un jodido migrante. las cabezas andan muy mal.	Political, Racial/Ethnic, Religious
spa_62b80608f333d1cdace08ecf12e27b7d	"boobs,homosexual,pizza.
pues muy bien todo"	Gender/Sexual
spa_fd32542235662f8e62e0fd4421ac0a17	responde gorda lesbiana carinosa	Gender/Sexual, Other
spa_b70099c0166dcb7f5039f7906fbf0c47	periodicamente, ese flequito feminista	
spa_bcb97d9465add63fbd4e47ee95d85942	es de una hermandad del rocio , vota a vox , insulta a los de izquierda pero luego sus novias las lleva abortar. el tipico de vox	Political
spa_e6dab952363cc8f66454b5efb50f5e8a	"hamas e israel: tension creciente
hamas retrasa liberacion de rehenes por incumplimiento de israel. se rompe el alto el fuego? #hamas #israel #conflicto"	
spa_e61fd507ea42116d83b2d78ffe237799	la iglesia como el judio, siempre al sol que mas calienta.	Political, Religious
spa_6760a6c2b8b5bcaabd1a498a31976b1a	ya basta de la burocracia coreana y yo con mi coreano super basico tratando de no ser deportada	
spa_bf2a598dc9a48c4244204e50ce925e74	"-juana viale se corto 2 cm de pelo
-se cancela el islam"	
spa_26ef4d65290a8d311cfae7c6b3c91a36	el problema no es el aborto, es la eugenesia	
spa_7aa9ebc6f21d9d6fb7858e5e22600633	bisco es indigena y nadie me puede decir lo contrario	
spa_55eda3b253d4e072f9293f179b238299	criminalizan los reclamos territoriales de las comunidades indigenas por territorio e identidad. no es con el codigo penal. es con el derecho indigena internacional.	
spa_da4b207d8236c4081f2cffcbbd57e8a2	el homosexual que adopto a la hija de putero del hermano?	Gender/Sexual, Other
spa_4077fd3ba1723ff4597699bf342b491d	basura corrupta hablando de basura corrupta, lo usual	Political, Religious, Other
spa_fccf0f05235bc91a3f591e8ccf9f56b6	los feminazis dictadores se juntan	Political, Gender/Sexual
spa_02f3cc5f60c76cc1fa30a8808527d0f5	ya lo ves ahora es otro criminale corrupto.	Political, Other
spa_a84929732fffb4d0a436f0c9081d0d8d	nos esta ganando un equipo q la mitad es musulman, una parte judia y los q quedan terroristas	Racial/Ethnic, Religious
spa_10a670502556cf7ecebcabf052f4d0be	y al mismo tiempo se esta cargando el aborto libre que queda, son el escorpion de la fabula m	Other
spa_746548fffceca3d87633df3efa387493	muy poca informacion sobre los origenes de esta nina! es indigena?	
spa_4f08571dd0974d6f6f53212028a057f5	y menos mal que la policia nacional depende de un ministro marica.	Gender/Sexual, Other
spa_4ca99c28e20fcce7a004b23bab724106	silicon valley of india	
spa_c78796465bed2a0bbc44dc105944fa9e	"""yo antes era zorra tipo mala, ahora soy zorra tipo hervidor"" - amo a mis jugadoras
#singularity2045"	
spa_a2f4e889e6d4270b9750782e21a6ff48	un capo el doctor judio	
spa_0aa5abf5d15ca0cee25140387a5065ae	ves?. tenia que preguntarte. me quedo picueta. yo soy mas facilona de convencer en el terreno musical. tangana me gusta y rigoberta tambien.	
spa_befb488f5612069ba2eb44c293b4e7dc	donde estan los tercios, los blases de lezo, los gustavobuenistas y todos los imperiofilos obsesionados con la leyenda negra protestante cuando mas deberian hacerse notar?	
spa_b536b7a3b973e64838387e1a6ae87d35	que me adopte una gringa	
spa_845604cdf702d0ce5edc2272c04c0a91	como finge un brasileno ser estadounidense para librarse de la deportacion. reir por no llorar.	Political, Religious
spa_3de50ab7b312fb299069c14741769bfa	y si no hubiera fronteras, que diferencia habria? quiero decir, podria yo ir a marruecos a abortar?	Political, Other
spa_d684d6b4b4ee5af539b51a13ab6e30d4	quien reproduce ese aborto? jajaja	Other
spa_52d832834b3982a7a4afe50e7f6252f0	quien no combate la corrupcion? en la lucha de la corrupcion?	
spa_e603827d1ad630baf3492a5db84224b3	periodismo digno y feminista	
spa_24486a289b7b62503bbddc210cc7eda2	para ti el 20 de enero es la posesion presidencial gringa, para mi es el dia de martin luther king. no somos iguales.	
spa_80832683cc910b13287867ea507eeb41	de marica a super marica	Gender/Sexual
spa_5d0da49ede3edae7a97bf3eda8389fa0	islam es el unico con el que debe pelear, no hay otro de momento	Religious
spa_240685ba47e836f905249ac38d0fcc54	tyun es negro, dkos q hermoso su pelito negro	
spa_6a18dc1acd473ebf8b0088b920eff984	si acaso mas bien churchill con la india, pero peor.	
spa_efd3a472183456819fd984a237fdcba8	*el hijo* de un pastor protestante	
spa_b357844305984082992ac584dddfa567	los evangelicos me caen mal y cada evangelico que conozco refuerza el sentimiento	Religious
spa_69f25b9108650c4f68a7d8788918902b	"totalmente cierto lo de cristina applegate!!! la tonta facilona mas encantadora.
muy buena actriz. y guapa."	
spa_d8afe555b011e0d389cbe3cfa494510e	quiero aclara que lo zorra aplica a ambas	Other
spa_4ce145ee225a5da35818ffb491cea8ee	preparadas para el islam. no os quejeis.	
spa_f25ac6724a3ded7995d5976e1b82074d	una bandera gringa formada por afrodescendientes, el trumpas debe estar clonazepado.	
spa_615e31f72d638fbc6efe3fee2408e87b	reto a hacer esto en un mezquita musulman , obvio que tendran miedo por que moriras	Racial/Ethnic, Religious
spa_abb25bd22b108308c58687b24b3a3855	el dibu martinez con su copa america supera a todas tus copas de oro ganadas contra haiti mexicano indigena	
spa_1a6aeed16a640e878bba1f51ecc9faf9	lo mas patetico es decir que obligo a abortar a su amante. quien chot puede obligar a una mujer a abortar?	Religious, Gender/Sexual
spa_a34874feb9b28015d449cdf4622ef4e7	jaksjajaj nariz d judio q decis	Racial/Ethnic, Religious
spa_2ca0ffca4d80fac12267e97712563dd1	porque son pobres ideologicos, tienen que importar todo de fuera. incluso algunos van de catolicos y no dejan de importar toda la propaganda evangelica.	Political, Religious
spa_cc9e8cb9a7432716e629f6d1f8cb9a98	pero la monarquia corrupta ni tocarla, esa es su logica	Political, Other
spa_d1f6031cbb7b4a037dc17537734bbacd	si pueden abortar con 16 anos pronto podran votar.	
spa_4b3bc17fd60ca874b85ac4d8dd5f24ed	si era evangelica se explica todo.	Religious
spa_a264b9c382faabb3e5d3d7c0e757086b	lo que musk le ta haciendo al pueblo gringo es peor que todos los hackeos y leaks de la historia gringa combinados.	
spa_e75473385c42cd6dd9123fd4b3bb3de9	han dicho si es musulman?	
spa_f182f0611ffaf9e1095f7e735227f758	a mi tambien! esa y la indigena: excelente servicio.	
spa_3b6fe8216074e03330ce63b3954ade44	el romulo de la sierra indigena, que hermoso.	
spa_66e6c2847b7eb38054646244d2265439	lo del judio ya lo hice hace rato, el ano pasado con un musulman, solo me queda el morbo de un colorado	Racial/Ethnic, Religious
spa_4b5f104e7583de522b970b22089e6f89	selpide cambiando marica por llorica en su cover de devuelveme a mi chica	
spa_ffabeafc40d9c1b2b311f411ce0a31d2	desde el mar hasta el rio vencera el pueblo judio!! am israel jai!!	Racial/Ethnic
spa_9fb2a48072bb479319223532e8bf39cc	ejemplo de corrupcion boludina, todas juntas	
spa_8faefdb62c638b8fbecbd6ce59748b64	como que aprobaron el aborto	
spa_f94386116c28ff55d00f9c8d61af53df	oh manda de esos! yo ahora llegue a unos de como los mongoles absorbieron el islam, esos tuyos se ven mas divertidos.	
spa_2d84915153446753ead50e7323356981	el color negro seguira siendo negro? absurdos!	
spa_81559b4624b661b19f3a3005a352ddea	ni el aborto tampoco.	
spa_bb3310af3aca5a07f4abb9126a262a2a	la zorra en el gallinero, dice el refran: la zorra cambia de pelos ,no de costumbres	
spa_f67fd5c6262abc3fe5f51249e79bbeef	canosa al servicio de israel	
spa_c56335cd5f63deca6020e5fb7964af81	"hitler era judio.
gente sin principios."	Political, Racial/Ethnic
spa_8181e7e937929ec9c8caaa916967d09a	yo ahi solo entro en lo de homosexual!!!	Gender/Sexual
spa_ed56a0a4ea9e0ce0700c8d07e43c6aec	nanu ( grupo indigena de mexico)	
spa_aa77295372756b02a61fff833fe67d51	un japones, un nazi y un judio entran a un bar.	Political, Racial/Ethnic
spa_998383926559fbd446c896d7e8ec026d	corrupcion complices de corrupcion que cubre a la corrupcion	Political, Other
spa_679a167844ddebc40dcff90595169da8	mas corrupto que ella.	Political, Other
spa_c0efe60102835fe0854798d9d5bfad59	"la nacion del islam responde a los ataques prejuiciados por la anti-defamation league
nation of islam"	
spa_07f53707b1abe9e03a0236bb5da4f134	el musulman no se integra, se impone, por las buenas o por las malas.	Racial/Ethnic, Religious
spa_2dca4472656724e598efd3aa789c70e0	"por cierto, que lo sepa todo el mundo.
la falsedad es halal en el islam."	Religious
spa_16807bf7ca148e04f839fc18575f6765	si envian a gazaties deportados a espana se les puede acojer dentro de las bases americanas en el pais.	
spa_fb79c1a7594d256b0a851cdee0ae60b4	yo recien lo descubro ahora. no es generalmente conocido. tal vez en la comunidad judia, no lo se.	
